id,target
2095,0
3231,1
1020,0
7568,1
10580,0
7044,0
5677,1
4444,0
712,1
4061,0
9458,1
3704,0
3432,1
4622,0
6709,0
1294,1
10679,0
4842,1
8428,1
1117,0
2098,0
4720,1
8025,0
6946,1
307,0
9172,1
7215,1
5733,0
7938,0
9780,1
1421,0
2573,0
10601,1
3388,0
6662,0
3524,1
9161,1
2059,1
4304,1
6356,1
9271,0
3172,0
10287,0
5600,1
3243,0
5918,0
9567,0
8541,0
10374,1
5274,0
2910,0
7554,1
5688,1
958,0
9877,0
7088,0
6833,0
1608,0
2517,1
6110,0
1044,0
3853,1
3480,1
2627,1
2597,1
7434,0
6057,1
8726,0
6754,0
6819,0
7801,1
1649,1
9552,0
7526,1
5771,0
3198,0
9652,1
1914,1
4482,0
4014,0
4606,1
5004,1
4083,0
8097,1
8651,1
2479,0
6323,0
4393,1
1202,0
1861,1
8674,1
1037,0
10763,1
4661,1
2878,1
10657,1
3683,0
1459,0
2670,0
6735,0
5580,1
5799,0
8610,0
10325,0
2437,0
544,0
3013,0
9980,0
770,0
8721,1
5632,1
6593,1
1527,0
2909,1
6455,1
8367,0
2478,1
7241,0
6664,0
7728,0
2490,0
8740,0
4742,1
3429,1
8956,0
4034,0
229,1
4323,0
7533,1
8464,0
6417,1
9386,0
2944,0
2741,0
456,0
1866,0
1251,0
1920,0
7328,0
10667,1
1381,0
9283,0
8986,1
9995,0
7940,1
7106,1
3389,0
10689,0
1619,0
4759,0
2550,0
1602,0
7392,0
6794,0
8452,0
9395,0
3085,0
5383,1
10849,1
4372,0
8128,1
8923,1
4122,1
7914,1
1893,0
6879,0
4691,0
8012,0
2528,1
9064,1
1054,0
4604,1
7013,0
959,0
9865,0
921,0
563,0
2679,0
280,0
5911,0
10472,0
560,1
6348,1
1050,0
208,1
10345,0
316,0
1156,0
9289,0
7748,1
3091,1
6066,0
6386,1
1497,0
2409,0
3510,1
180,0
9360,0
6723,0
2863,1
7202,0
3340,1
9890,0
8055,0
926,1
138,0
1577,0
7048,0
3557,0
4243,1
1002,0
4769,1
3750,0
290,0
5146,0
8300,0
4684,0
1921,1
2912,0
6893,1
133,1
3473,1
9724,0
5628,1
6701,1
1502,0
10341,1
5126,0
6461,1
9102,1
1509,0
10834,0
6759,0
524,0
10127,1
10047,0
8406,1
4935,0
9233,1
498,0
8762,1
6410,0
6926,0
8808,0
9072,1
8968,0
6403,0
6102,0
7138,0
7405,0
2100,1
5672,1
9031,0
8788,0
2242,1
10129,0
9605,0
8315,1
174,0
1803,1
640,0
10175,1
4892,0
1162,0
2719,0
6297,1
8555,0
9297,0
291,0
10612,1
4866,0
10330,1
8768,0
9741,0
4689,1
6817,0
7982,1
5404,0
6306,0
3074,1
5159,1
3319,1
1452,0
1827,0
5252,1
2592,0
8030,1
5125,1
10866,1
6984,1
8733,0
9911,0
1940,0
6371,0
2191,1
1631,1
10395,0
4687,0
9193,1
5328,1
4219,0
9430,1
6273,0
809,0
7352,0
706,0
4890,0
3994,1
2149,0
1340,0
309,0
6400,1
10194,1
1939,0
9132,1
5837,0
8863,1
9131,1
3285,0
8120,0
734,1
9537,1
7695,0
5724,1
7742,0
5477,0
8144,1
4381,1
3022,1
4413,0
4167,0
6663,1
8240,0
4724,0
7639,0
7126,0
4711,1
533,0
2282,1
322,1
1587,0
2227,0
4870,0
9083,1
1684,1
5646,1
661,1
4829,1
5758,0
1826,0
4810,1
1356,0
10660,0
3980,0
9590,1
211,1
4658,1
10727,0
10229,1
1515,0
3775,0
9191,1
1816,1
5323,0
7467,0
2870,1
8509,0
5044,0
9698,0
10805,0
7739,0
1195,1
1885,1
5466,0
4507,0
4563,1
7963,1
10784,1
7488,0
6981,1
8318,1
10708,0
6529,0
457,0
2795,0
3287,0
3304,0
9061,1
3916,1
2820,1
4897,0
4710,0
7192,0
10860,1
1242,0
2667,0
1337,0
4548,0
5868,1
575,1
7023,0
4617,0
7496,1
16,1
567,1
8810,1
9341,0
7789,1
2454,0
437,0
1769,1
1511,0
5935,0
6004,0
4019,1
5729,1
7603,0
4577,0
10794,0
262,1
6914,0
9266,0
3598,1
3766,0
870,1
3138,1
604,1
3193,0
9656,0
5547,0
5396,1
10864,1
5567,1
5885,0
7821,0
8939,1
9034,1
3181,0
1838,0
9503,1
6604,0
1508,0
2609,1
463,0
5101,1
3743,0
953,0
7069,0
1466,0
4449,1
2687,0
965,0
4778,1
5236,0
931,0
20,1
6038,1
10231,0
9923,0
2602,0
7193,1
5088,0
7872,0
4450,0
7724,0
997,0
81,0
1812,1
8580,0
3301,0
6473,1
6097,1
7647,0
10151,0
1267,0
9493,0
990,0
2349,0
5127,1
10313,0
1129,0
3610,0
1250,0
8685,0
5828,0
7958,1
10130,1
4489,0
10814,0
7978,1
8516,0
5980,0
6346,0
8105,0
7662,1
4320,1
4793,1
6305,0
9120,1
5406,0
5359,0
6792,0
6454,1
3248,1
10605,0
1043,0
4521,0
6420,1
10537,0
3663,1
773,0
8288,0
3455,1
2538,1
8454,0
6076,0
2154,0
2395,0
6665,0
6722,0
3437,1
264,0
10862,1
8581,0
5209,1
4456,0
7518,1
4163,0
9842,0
3603,0
4702,0
3405,0
7340,0
10554,0
6162,0
8118,0
2872,0
3979,1
380,0
940,1
755,0
5958,0
5687,0
6977,0
5467,0
3505,1
5482,1
6477,1
172,0
5366,0
681,1
8542,0
10366,1
466,0
6402,1
9439,0
7643,1
1814,1
5848,1
8559,0
603,0
6783,0
10485,1
2267,1
5063,1
10610,0
512,0
6491,0
1227,0
8242,1
9194,1
8291,1
10064,1
4299,1
9837,0
253,1
6220,0
1652,1
7916,0
6560,0
3572,1
10076,1
4503,1
6213,1
3025,0
7497,1
4288,0
4823,1
5695,1
7788,0
6561,0
327,0
3996,1
781,0
3528,1
5206,1
8259,1
4709,0
1607,0
2632,1
4688,0
8846,0
5183,0
7887,1
9038,0
4952,0
1526,0
7112,0
50,1
74,1
5558,0
2677,0
9114,1
1643,1
6837,1
1952,1
5210,1
6527,1
8639,0
3217,0
7737,0
8121,0
6773,1
3363,0
8504,0
3870,0
5499,0
218,1
7426,0
9681,1
968,0
630,1
523,0
1901,0
1153,0
3861,1
9645,1
1960,0
4221,0
8576,0
3534,1
10529,1
8001,1
2819,1
10224,1
4003,0
10854,1
6559,0
3896,0
8383,0
3118,1
6440,1
1739,1
7223,1
5675,0
10732,0
10541,0
3086,1
9232,0
2486,0
251,0
170,0
9715,0
6847,0
4649,1
6187,1
3960,1
3161,1
7711,0
475,0
5721,0
5894,0
559,1
5913,0
6293,0
6350,0
9195,1
1332,0
10665,0
8324,0
5095,1
6638,1
2389,0
9414,0
4326,0
8987,1
6528,1
13,1
3679,1
6,1
8536,0
5670,0
5386,1
10329,0
3984,1
6948,1
8606,1
10037,0
5943,0
4212,1
3770,1
1393,0
7607,1
10422,0
2110,0
784,0
8171,1
3056,1
4225,1
8754,0
1277,1
1198,0
9307,0
10192,1
10426,1
8008,0
3836,0
6347,0
594,1
4337,0
7645,0
4274,1
2532,1
6880,1
7555,1
3286,1
7025,0
2512,1
10322,0
4063,1
6516,0
3043,0
3602,1
8491,0
9761,0
6504,0
10017,0
5000,0
883,1
6412,0
8515,0
6370,0
1062,0
9276,1
6598,0
671,0
8002,1
4983,1
4891,0
7148,1
7593,1
9085,1
276,1
3904,1
1500,0
3913,1
10012,1
5331,0
3786,0
4230,0
2438,0
4573,0
9766,0
8589,0
8006,1
1535,1
9984,0
4410,0
4876,0
684,1
1976,1
2445,0
476,0
8172,1
8801,0
8615,1
8019,1
7208,0
4255,0
9290,1
941,0
4543,1
930,0
664,1
739,1
5881,1
3637,0
3849,0
10296,1
1168,0
8550,0
3158,0
5999,1
10117,0
4836,1
7828,0
10817,0
7565,1
402,0
3309,0
5641,1
2766,0
3265,0
3469,1
4246,0
7905,1
4828,1
7522,1
6585,0
1204,0
6328,1
3470,1
5271,0
9822,1
7537,1
2097,1
4224,0
10085,1
896,1
10377,0
209,1
3281,0
3690,1
9079,0
6494,0
6294,0
2915,0
5808,0
9539,1
7809,0
682,1
6354,1
2707,0
4852,1
4205,0
1458,1
3027,0
866,1
1908,0
5493,0
4787,0
10107,1
10321,0
6978,1
4022,1
10056,0
2720,1
2535,1
10636,1
2570,1
1316,0
9557,1
1610,1
8767,0
2569,0
3494,1
10351,0
528,0
7010,0
4317,1
700,0
3635,1
5805,0
4677,0
5784,1
10407,0
2734,0
6790,0
10215,1
8154,0
5780,1
3068,0
3686,0
882,1
9555,0
1636,1
9866,0
7803,0
4211,1
5726,1
6800,0
5375,1
190,0
9492,1
3141,1
6086,0
9525,1
2955,0
10055,0
10011,0
5168,1
4848,1
4894,0
3730,0
5962,0
401,0
283,1
1229,0
550,1
4284,0
5711,1
1569,1
5825,1
2494,0
1374,0
1149,0
864,0
8119,1
7453,0
6061,1
6138,1
6920,1
6150,1
6272,0
6366,0
9332,0
2616,0
6535,0
120,1
4464,1
8332,0
1483,0
3787,0
445,0
1768,1
8702,0
3903,1
7060,0
9831,0
40,0
9991,1
3568,0
5002,0
7070,0
8924,1
5018,1
7196,0
1715,0
6216,1
9468,0
8337,0
5391,0
1217,0
7211,0
9321,0
1638,1
4306,1
4698,0
7052,1
3952,1
9303,0
4929,0
5365,0
1554,1
6211,0
6199,1
5001,0
10786,0
9374,0
4970,1
1439,0
4704,0
9244,0
8913,1
10641,1
6418,1
10412,1
6582,1
7818,0
10418,1
1956,0
6702,1
6399,0
8735,1
9217,1
3009,0
5309,0
7433,0
9110,1
5633,1
8993,0
6118,0
3692,0
9775,1
4379,0
6767,0
9456,1
5269,0
1841,0
8738,1
10457,1
8010,1
1324,1
3049,0
6336,1
1,1
7718,0
9368,0
791,1
3613,1
4770,1
1966,1
8135,0
8854,0
2428,0
2194,1
2965,0
3439,1
7302,0
6154,1
9815,0
9343,1
3657,0
7226,1
6915,0
3656,0
3631,0
829,1
7867,0
5498,0
5022,0
2099,0
1603,1
6430,0
6756,1
874,0
10776,1
8967,0
9185,1
104,1
8,1
3037,1
3093,1
6499,0
3756,0
6175,0
5912,0
1637,1
7619,0
3308,0
9617,1
10390,1
8612,0
2946,0
3222,0
9355,1
6849,1
9137,1
3019,0
9749,0
8433,1
3838,1
1230,0
3095,1
649,0
1987,0
1440,1
5863,1
9367,0
9978,1
3569,0
7611,1
1994,0
823,0
1721,0
5287,0
39,0
1145,0
5179,0
5829,1
7125,0
8523,0
1870,1
8181,1
4182,0
1178,0
5452,0
9007,0
9819,0
1796,1
3552,1
9053,1
4018,0
4427,0
4785,1
9945,0
1560,1
4452,0
9294,0
4802,1
7932,0
3670,0
7557,1
7870,0
654,1
5907,0
10729,1
543,0
6779,0
7009,0
6462,0
1737,0
9030,0
6181,1
4537,1
1365,0
4087,1
8667,1
9134,1
289,1
3355,1
6344,1
7939,0
4734,0
4748,0
484,0
3066,1
2931,0
10587,1
2311,1
8906,0
2726,0
662,1
6339,1
6167,0
5937,0
7032,0
3082,1
9597,0
574,0
5356,0
2482,1
10014,0
5555,0
5102,1
4657,1
754,0
6049,1
7029,1
5497,1
10118,0
3566,0
5631,1
9666,0
6335,1
960,0
9960,1
1254,0
3619,0
4745,1
4610,0
4005,0
6053,1
2666,0
470,0
6870,1
6506,1
1221,0
9313,0
8497,0
8287,1
6296,0
2821,1
4292,0
4328,1
10787,0
6911,0
7168,0
4736,1
8026,1
9060,0
7738,0
9897,0
1759,1
2262,0
6452,0
5229,0
3052,1
4313,0
10451,1
8691,1
8926,1
10251,0
5124,0
7579,1
6627,1
7242,0
3183,0
4595,1
2759,0
3373,0
10121,0
8839,0
2956,0
1842,1
3463,1
2647,1
10482,0
6072,1
8949,1
8973,0
9949,0
10730,0
7987,1
3383,0
5685,1
7318,1
241,0
6658,1
9591,0
9982,0
1882,0
7638,0
10473,1
7254,1
3171,0
4744,0
622,0
471,1
9868,1
10149,0
10273,0
23,0
3253,1
3173,0
10436,1
4107,1
713,1
2489,1
9609,1
10733,0
438,0
2216,0
3241,0
8191,1
10518,1
4888,0
8445,0
9453,1
8540,0
9206,1
3163,0
4466,1
6093,0
2163,0
9896,0
3737,1
1371,0
6594,0
10686,1
9606,0
6033,1
6746,0
1126,0
2418,0
10361,0
5137,1
7465,0
1022,0
5068,0
10424,0
2644,0
10349,1
446,0
748,0
8505,0
2973,1
7663,0
6092,0
4978,1
7277,1
9333,0
3131,1
9028,0
10009,1
4672,0
6781,0
9730,1
3666,0
6760,1
526,0
10718,0
1453,0
3659,0
4465,0
9363,0
5420,1
5818,1
3839,0
37,0
8676,1
8934,1
1467,0
9089,1
3180,1
6624,1
983,0
8715,0
10217,1
506,0
1628,0
6828,1
1098,0
38,0
8183,1
9107,1
2680,0
2788,0
6546,0
672,0
6892,1
2069,1
8791,0
8271,0
9509,1
1038,0
5893,0
9210,1
5849,1
3648,0
9941,0
4877,0
8372,0
98,1
3725,1
10059,1
5791,1
7358,0
3629,0
5652,1
688,1
9931,1
10592,1
4026,1
6617,0
3876,0
5613,1
10113,0
10747,1
4656,0
6699,0
5282,1
1662,1
9088,1
6108,0
4032,1
3260,0
5315,0
482,0
6100,0
10136,0
64,0
6688,0
6769,0
5521,0
8637,0
10008,1
8163,1
3533,1
6878,0
413,0
2309,0
10410,1
5489,0
5956,0
9553,0
6908,0
8686,1
9405,1
4869,0
8759,0
8553,0
1954,1
5243,0
3395,0
1744,0
2211,1
10067,1
4738,0
2594,0
751,0
6603,0
9347,0
5730,1
340,1
10444,1
10743,1
10637,0
1648,1
4671,1
1523,0
8841,0
6277,1
7184,1
2953,0
8698,1
3182,0
4342,1
4062,1
7826,0
9148,1
5552,0
3284,0
130,1
7775,0
7348,0
6267,0
7319,1
8418,1
2329,0
5075,1
9406,1
2975,0
4553,1
10606,1
1702,1
9906,0
2078,1
1519,0
2294,0
3642,0
10269,0
7018,0
2780,1
7969,1
1240,0
10870,1
10846,1
3368,1
2308,0
4216,0
6243,0
1810,1
5191,1
7883,0
4084,1
1317,0
4322,1
5715,1
2943,1
3196,1
3765,1
10793,0
4111,1
1771,1
679,0
7683,0
4920,0
5316,0
568,1
4602,1
2347,1
4639,0
2274,0
135,1
8528,1
8142,1
3244,0
2117,0
5807,0
9586,1
10139,0
6933,0
6630,0
5545,0
294,0
6628,0
10693,0
2548,1
7698,1
7176,0
3402,0
1634,1
7534,1
7299,1
10622,1
352,1
3857,0
2784,0
2027,1
9522,1
6060,1
5602,0
8920,0
5244,0
5699,0
10702,1
10214,1
9870,0
2571,1
6474,1
8374,0
8189,1
8029,1
7178,0
8000,1
2740,1
9898,0
8696,0
3992,1
7397,0
10380,0
3133,1
9976,1
7756,1
5231,0
6719,0
6141,0
6274,1
390,1
8747,1
10439,1
3647,0
10853,1
8850,0
5041,0
1122,1
702,0
8149,1
162,0
1264,0
2462,0
963,0
3919,1
6834,0
6407,1
10822,0
944,0
9471,0
9961,1
7140,0
3869,0
9123,1
5488,1
1570,0
832,0
7573,1
6882,0
7871,0
3184,0
44,0
5651,0
3785,0
10516,1
299,0
2694,0
7046,0
2020,1
1807,1
1362,0
10711,1
8662,1
8035,1
7136,0
5082,1
10839,1
1757,1
4008,0
1327,0
3907,1
145,0
9613,1
1741,1
5694,1
1297,0
10611,1
7712,0
10052,0
3320,0
10744,1
4301,1
8140,1
5892,0
9833,0
159,0
5929,0
2382,0
5972,0
8329,1
3380,0
273,0
9151,1
3080,0
3318,1
4900,0
7144,0
7324,1
675,1
3014,0
7989,1
1024,0
10871,1
2763,0
8390,0
5887,0
1595,1
10691,0
10574,1
7026,0
4076,0
10212,1
10432,0
5793,1
6445,1
5443,0
7897,1
5983,1
8805,0
107,1
2342,0
6858,1
2425,0
7696,0
318,1
9801,0
7355,0
6935,1
6607,0
5496,0
10847,1
10365,1
8912,0
7514,1
346,1
5882,1
459,0
5410,1
3179,0
3140,1
7252,1
5034,1
8284,1
3381,0
8415,1
2153,1
6374,1
10088,1
7627,0
9097,1
8596,0
2554,0
1345,0
5400,1
4940,0
7334,1
4490,1
886,1
1957,1
5378,0
8175,1
9457,1
8921,0
7342,1
5658,1
9187,1
4774,1
2576,0
1520,0
5556,0
1687,1
3015,0
2251,1
10739,1
6051,1
2406,0
3868,0
3958,1
7556,1
271,0
6024,1
1767,0
9404,1
3329,0
6547,1
8032,0
7610,0
1833,0
7068,0
4366,0
4954,0
7267,1
7531,1
9421,1
6510,1
2875,0
3956,1
7689,0
2658,0
2485,0
328,1
4516,0
579,1
7780,1
1262,0
5218,0
5248,1
8815,0
570,1
2803,0
6013,0
10765,1
8079,0
9670,1
9052,1
1707,0
3328,0
8473,0
7163,1
4202,1
6441,0
5642,0
2890,0
5008,0
6686,1
1588,0
1772,1
9156,1
10111,0
6706,0
2464,0
10433,1
2175,0
486,0
2830,0
2077,1
10256,0
5273,0
9222,1
5707,0
2467,1
10790,0
4576,1
1948,0
7204,0
1276,0
9661,0
9712,0
6796,0
4766,1
4791,1
2230,0
9820,1
1215,0
2572,0
9886,0
7882,0
7680,0
10835,1
2893,1
8405,1
10029,0
7703,0
5856,1
9640,0
4812,1
6632,0
1979,1
6682,0
878,0
10859,1
5448,0
10771,1
5330,0
6762,1
1802,1
8294,0
2799,0
9582,1
3504,1
3157,0
7934,0
4673,0
1480,0
10299,0
8599,0
7185,0
1951,0
4887,0
1315,0
7159,0
10315,1
6258,1
8170,1
10552,1
490,1
1363,0
4541,0
8972,1
6830,0
6331,0
782,0
3159,0
9709,1
7933,0
5182,0
5219,0
3406,0
429,0
7329,1
7553,1
2284,0
7431,0
9869,0
9099,1
3419,1
3650,1
10522,1
2585,0
6171,1
1309,0
7146,0
7873,1
7949,0
3875,0
10544,1
9113,1
10120,0
4423,0
806,0
4533,1
6050,1
8280,0
9441,1
2758,0
9612,1
6553,0
6218,1
9943,0
404,1
2990,0
7199,1
8419,1
2103,1
9834,1
9246,0
2061,0
9589,1
2394,0
1533,0
6090,0
3365,0
8109,0
4488,1
386,0
3337,1
5368,1
3021,0
5638,1
6265,0
9154,1
6341,0
8252,0
4214,0
3097,1
2941,0
7149,0
10376,0
10350,0
8393,1
3964,1
3415,1
7910,1
6203,0
4974,1
6222,1
8751,0
6000,1
10021,0
9059,1
6262,0
2136,0
8697,0
4498,0
7751,1
1779,1
10484,1
10723,0
2839,0
9857,0
6979,0
10599,1
6877,0
6256,0
5814,0
1626,1
3264,0
3529,1
9894,0
6579,0
8069,0
9118,1
5822,0
9090,1
1067,0
6936,0
5428,1
998,0
8683,1
3840,0
5175,1
5840,1
8970,0
9451,1
8980,0
3509,1
9062,0
3030,0
6949,1
4996,1
5450,1
8780,1
4699,0
2279,0
8102,0
8668,1
2980,0
7570,1
5714,1
5085,1
7876,0
4522,1
4183,0
6304,0
10044,0
9235,1
10570,0
10578,0
4530,1
225,1
9501,0
9935,0
8064,1
9094,0
4722,0
4368,1
1688,1
7221,0
10218,0
9938,0
5371,1
3850,0
8440,0
5736,1
7999,1
4953,1
9760,0
7141,0
4088,1
2126,0
8595,1
2835,1
6748,0
1235,0
5198,0
2692,1
2521,0
10812,0
4189,0
364,1
7292,0
981,0
7868,1
5690,1
9116,1
4561,0
6283,1
8584,1
1160,0
246,1
4597,1
9469,1
1212,0
5815,1
3499,0
9119,1
10443,1
1136,0
215,0
2229,0
10644,0
3229,0
9239,1
9744,1
1663,0
7410,0
4726,0
10358,1
7721,0
454,0
3901,1
137,1
14,1
8979,1
8561,0
4670,0
6572,0
9074,1
6254,1
4601,0
8508,0
9704,1
5462,0
10449,1
126,1
3503,1
338,1
3810,1
10676,1
6988,1
3608,0
5326,0
8720,0
5105,0
4235,1
9699,1
1672,1
4168,0
10873,1
2631,1
8150,1
10246,1
705,0
9315,1
1418,0
1141,0
3299,1
7137,1
5136,1
6954,0
9988,1
5029,0
3641,0
7073,0
9632,0
9084,0
6690,0
6201,1
10198,1
952,0
2023,1
1889,0
1477,0
7459,0
1369,0
5262,0
2375,1
4321,1
7415,1
4962,1
418,1
5109,0
6955,1
7755,1
7839,0
354,1
1969,1
9732,0
4276,0
5740,0
7235,1
9309,0
10626,1
7213,1
1945,1
607,0
8737,0
9861,0
10827,0
7160,1
7078,0
5367,1
10802,0
261,1
2372,0
8195,0
3394,0
2026,0
10071,1
10508,1
8653,0
1112,0
5249,0
5278,1
848,1
3573,0
10187,0
5120,0
5693,1
564,0
4430,0
9212,1
1726,0
9885,0
2531,0
4065,1
10236,1
6642,1
1376,0
2324,0
2260,1
8732,0
1385,0
7578,1
10571,0
991,0
7523,1
375,0
3944,0
2330,1
10186,1
10741,1
8013,1
2193,1
10146,0
7608,0
9737,1
3346,0
5171,1
4020,1
7437,1
6458,1
2842,1
5589,1
398,0
9146,1
8647,1
7494,1
3774,0
5200,1
3397,1
363,0
1474,1
730,1
10631,1
9542,0
8978,0
2157,0
2696,0
3245,0
2998,0
4119,0
3617,0
7095,0
248,1
6811,0
5622,1
4599,1
6422,0
9920,0
7345,0
485,0
9664,0
10533,1
8506,0
1510,0
4821,1
6512,0
9078,0
7566,1
10655,0
6132,1
272,0
1419,0
6744,0
4089,1
4357,1
10844,1
8158,1
7844,1
3947,1
5403,1
9994,0
7452,0
9565,0
535,0
8699,0
3356,0
8137,0
4438,0
9569,0
4814,0
5046,1
3071,0
4343,1
2109,1
10546,0
4295,0
2278,0
9638,1
10566,0
6806,1
9563,0
3107,1
2122,0
8996,0
2743,1
245,1
2787,0
8624,0
5076,1
4593,1
1405,0
5760,0
4729,0
6885,1
8203,0
8283,1
2709,0
665,1
2318,0
7771,0
8746,0
1308,0
7749,0
3741,0
8983,0
6429,1
643,0
7335,1
6961,1
1368,0
6372,1
6244,1
2515,1
3493,0
7061,0
8021,0
3029,0
9531,1
2748,0
3116,1
8654,1
7874,1
5790,0
6311,1
2708,0
1103,0
6542,0
5465,0
10648,0
2128,0
2219,1
655,1
8018,1
8832,1
7175,0
9486,0
7442,0
4708,0
9026,0
2614,1
8985,1
867,1
293,1
5304,0
6436,1
7251,1
8334,1
3339,0
7458,0
7793,0
2273,0
7800,0
6032,1
6916,1
6269,1
3487,1
389,0
9012,0
3829,0
4374,1
5104,1
9646,1
1791,1
3754,0
9753,1
2757,0
2451,0
714,1
8071,0
1493,0
1991,1
7648,0
7391,0
5713,1
1968,1
249,1
4029,0
4318,1
3119,1
8239,1
9249,1
8321,0
905,1
744,0
4171,0
9683,1
614,1
4091,1
7758,0
4104,1
4858,0
5781,1
3676,1
6169,0
10764,1
8461,0
9708,1
10821,0
1152,0
10581,0
7515,1
9946,0
3926,0
2988,0
8560,0
3191,0
9860,0
6813,1
8784,0
242,0
10632,1
1445,0
9452,1
7030,0
8736,0
9607,1
4178,0
4100,1
1409,1
7116,0
7183,1
4808,0
4596,0
9281,0
3803,0
3105,1
6451,0
8375,0
9643,1
6721,0
7631,0
5083,1
1949,0
2605,1
6234,1
6845,0
2010,1
808,0
6026,1
3607,1
8136,0
10405,0
7234,0
34,0
10295,0
4312,0
8945,1
2089,1
10751,1
4700,0
254,0
6088,0
7976,1
1961,1
1253,0
3042,0
1594,1
57,0
5373,1
9408,0
3459,1
3738,0
6675,1
6039,0
4421,0
158,0
2493,1
2825,1
4435,0
1181,0
8567,0
4832,1
1574,1
2145,0
7362,1
5587,0
4905,0
2508,1
1349,1
2853,0
4901,0
5722,1
185,0
3652,0
8969,0
4864,0
9983,0
9738,1
477,0
114,1
2086,0
2950,1
5024,1
448,0
4154,0
5949,0
7326,0
7214,0
2715,0
7369,0
8264,0
24,0
9618,0
2628,1
8705,0
1463,0
5858,1
4176,0
7935,1
3560,1
6861,1
5944,0
4265,0
8349,0
3475,0
7074,0
5801,0
2363,0
6196,1
7530,1
2497,1
9317,1
1084,0
4515,0
581,0
6125,0
1415,0
9365,0
5953,0
1720,1
10620,1
5883,1
1733,0
6565,0
2971,0
1698,0
2333,0
3303,0
4834,1
10207,1
10303,0
2055,1
4831,1
3588,0
4131,0
8070,0
10695,0
8638,1
10323,0
5531,0
3708,0
8974,1
6629,0
7761,0
7893,0
8182,1
9016,0
5260,0
8416,1
8680,1
353,0
6774,1
4627,1
10869,1
4980,0
187,0
3597,0
3998,0
10872,1
9790,0
5783,1
3073,1
6147,1
10832,0
9255,1
3266,0
9109,1
8840,0
5345,1
1071,0
6170,1
1661,1
9719,0
1873,0
6349,0
1716,1
7649,0
2888,0
9746,1
8690,1
4896,0
8783,0
5673,0
608,0
5520,0
1070,0
759,0
5991,0
10575,1
3694,0
1081,0
8400,1
8074,0
1905,0
5160,1
4492,0
3197,0
8344,0
2970,0
1214,1
4441,1
4938,0
8232,0
4220,1
788,0
1289,0
902,1
9675,1
8714,0
9296,0
8087,0
7097,0
4750,1
4519,0
10028,0
10746,1
2121,1
4341,1
787,0
6703,0
9550,0
912,1
6361,1
10005,0
4690,0
5789,1
3906,1
10722,1
8708,0
7024,0
231,1
3212,1
1670,1
7877,0
10202,1
2016,1
5270,0
5812,1
7167,1
4579,0
5854,1
2446,0
5285,0
4713,1
8254,1
5473,0
774,0
8538,0
10772,1
4853,1
6358,1
1504,0
